,beta
1361,3.097380e-01
1362,3.099233e-01
1363,3.101136e-01
1364,3.103026e-01
1365,3.104913e-01
1366,3.106854e-01
1367,3.108727e-01
1368,3.110646e-01
1369,3.112538e-01
1370,3.114429e-01
1371,3.116352e-01
1372,3.118181e-01
1373,3.120039e-01
1374,3.121942e-01
1375,3.123777e-01
1376,3.125689e-01
1377,3.127585e-01
1378,3.129412e-01
1379,3.131325e-01
1380,3.133140e-01
1381,3.135001e-01
1382,3.136877e-01
1383,3.138688e-01
1384,3.140640e-01
1385,3.142465e-01
1386,3.144309e-01
1387,3.146214e-01
1388,3.147994e-01
1389,3.149880e-01
1390,3.151713e-01
1391,3.153549e-01
1392,3.155422e-01
1393,3.157219e-01
1394,3.159001e-01
1395,3.160821e-01
1396,3.162560e-01
1397,3.164374e-01
1398,3.166172e-01
1399,3.167922e-01
1400,3.169747e-01
1401,3.171542e-01
1402,3.173364e-01
1403,3.175209e-01
1404,3.177018e-01
1405,3.178869e-01
1406,3.180720e-01
1407,3.182594e-01
1408,3.184469e-01
1409,3.186310e-01
1410,3.188173e-01
1411,3.190030e-01
1412,3.191859e-01
1413,3.193720e-01
1414,3.195544e-01
1415,3.197400e-01
1416,3.199255e-01
1417,3.201092e-01
1418,3.202959e-01
1419,3.204793e-01
1420,3.206630e-01
1421,3.208443e-01
1422,3.210268e-01
1423,3.212073e-01
1424,3.213890e-01
1425,3.215725e-01
1426,3.217537e-01
1427,3.219347e-01
1428,3.221187e-01
1429,3.223034e-01
1430,3.224865e-01
1431,3.226731e-01
1432,3.228565e-01
1433,3.230415e-01
1434,3.232258e-01
1435,3.234075e-01
1436,3.235886e-01
1437,3.237699e-01
1438,3.239526e-01
1439,3.241339e-01
1440,3.243193e-01
1441,3.244986e-01
1442,3.246857e-01
1443,3.248672e-01
1444,3.250560e-01
1445,3.252369e-01
1446,3.254226e-01
1447,3.256046e-01
1448,3.257837e-01
1449,3.259656e-01
1450,3.261436e-01
1451,3.263267e-01
1452,3.264990e-01
1453,3.266765e-01
1454,3.268498e-01
1455,3.270231e-01
1456,3.272018e-01
1457,3.273776e-01
1458,3.275573e-01
1459,3.277346e-01
1460,3.279139e-01
1461,3.280868e-01
1462,3.282671e-01
1463,3.284436e-01
1464,3.286276e-01
1465,3.288063e-01
1466,3.289919e-01
1467,3.291638e-01
1468,3.293457e-01
1469,3.295187e-01
1470,3.296969e-01
1471,3.298769e-01
1472,3.300508e-01
1473,3.302324e-01
1474,3.304026e-01
1475,3.305843e-01
1476,3.307551e-01
1477,3.309335e-01
1478,3.311113e-01
1479,3.312900e-01
1480,3.314684e-01
1481,3.316492e-01
1482,3.318294e-01
1483,3.320054e-01
1484,3.321866e-01
1485,3.323601e-01
1486,3.325345e-01
1487,3.327100e-01
1488,3.328775e-01
1489,3.330544e-01
1490,3.332228e-01
1491,3.334005e-01
1492,3.335707e-01
1493,3.337455e-01
1494,3.339196e-01
1495,3.340964e-01
1496,3.342766e-01
1497,3.344487e-01
1498,3.346338e-01
1499,3.348011e-01
1500,3.349831e-01
1501,3.351503e-01
1502,3.353243e-01
1503,3.354971e-01
1504,3.356680e-01
1505,3.358416e-01
1506,3.360084e-01
1507,3.361922e-01
1508,3.363504e-01
1509,3.365357e-01
1510,3.366968e-01
1511,3.368690e-01
1512,3.370444e-01
1513,3.372135e-01
1514,3.373905e-01
1515,3.375522e-01
1516,3.377353e-01
1517,3.378861e-01
1518,3.380780e-01
1519,3.382220e-01
1520,3.384014e-01
1521,3.385632e-01
1522,3.387222e-01
1523,3.388923e-01
1524,3.390503e-01
1525,3.392181e-01
1526,3.393673e-01
1527,3.395382e-01
1528,3.396921e-01
1529,3.398436e-01
1530,3.400152e-01
1531,3.401613e-01
1532,3.403262e-01
1533,3.404847e-01
1534,3.406431e-01
1535,3.408062e-01
1536,3.409684e-01
1537,3.411391e-01
1538,3.412993e-01
1539,3.414764e-01
1540,3.416410e-01
1541,3.418068e-01
1542,3.419828e-01
1543,3.421444e-01
1544,3.423210e-01
1545,3.424891e-01
1546,3.426593e-01
1547,3.428285e-01
1548,3.429955e-01
1549,3.431638e-01
1550,3.433245e-01
1551,3.435017e-01
1552,3.436610e-01
1553,3.438326e-01
1554,3.440010e-01
1555,3.441675e-01
1556,3.443369e-01
1557,3.445046e-01
1558,3.446743e-01
1559,3.448428e-01
1560,3.450145e-01
1561,3.451885e-01
1562,3.453572e-01
1563,3.455354e-01
1564,3.456962e-01
1565,3.458699e-01
1566,3.460355e-01
1567,3.462069e-01
1568,3.463793e-01
1569,3.465513e-01
1570,3.467273e-01
1571,3.468973e-01
1572,3.470787e-01
1573,3.472385e-01
1574,3.474171e-01
1575,3.475835e-01
1576,3.477511e-01
1577,3.479198e-01
1578,3.480854e-01
1579,3.482482e-01
1580,3.484123e-01
1581,3.485858e-01
1582,3.487404e-01
1583,3.489170e-01
1584,3.490770e-01
1585,3.492397e-01
1586,3.494148e-01
1587,3.495800e-01
1588,3.497485e-01
1589,3.499195e-01
1590,3.500886e-01
1591,3.502485e-01
1592,3.504188e-01
1593,3.505812e-01
1594,3.507423e-01
1595,3.509150e-01
1596,3.510754e-01
1597,3.512492e-01
1598,3.514083e-01
1599,3.515805e-01
1600,3.517380e-01
1601,3.519107e-01
1602,3.520727e-01
1603,3.522415e-01
1604,3.524062e-01
1605,3.525724e-01
1606,3.527414e-01
1607,3.529014e-01
1608,3.530752e-01
1609,3.532313e-01
1610,3.534028e-01
1611,3.535613e-01
1612,3.537315e-01
1613,3.538898e-01
1614,3.540580e-01
1615,3.542189e-01
1616,3.543904e-01
1617,3.545521e-01
1618,3.547221e-01
1619,3.548838e-01
1620,3.550487e-01
1621,3.552113e-01
1622,3.553786e-01
1623,3.555381e-01
1624,3.557105e-01
1625,3.558699e-01
1626,3.560426e-01
1627,3.562021e-01
1628,3.563782e-01
1629,3.565311e-01
1630,3.567097e-01
1631,3.568543e-01
1632,3.570264e-01
1633,3.571695e-01
1634,3.573463e-01
1635,3.574773e-01
1636,3.576463e-01
1637,3.577868e-01
1638,3.579525e-01
1639,3.580927e-01
1640,3.582548e-01
1641,3.584008e-01
1642,3.585494e-01
1643,3.586974e-01
1644,3.588472e-01
1645,3.589932e-01
1646,3.591342e-01
1647,3.592927e-01
1648,3.594184e-01
1649,3.595814e-01
1650,3.597131e-01
1651,3.598643e-01
1652,3.599981e-01
1653,3.601592e-01
1654,3.602799e-01
1655,3.604455e-01
1656,3.605858e-01
1657,3.607292e-01
1658,3.608874e-01
1659,3.610423e-01
1660,3.611872e-01
1661,3.613411e-01
1662,3.615002e-01
1663,3.616237e-01
1664,3.617839e-01
1665,3.619171e-01
1666,3.620594e-01
1667,3.621952e-01
1668,3.623497e-01
1669,3.624706e-01
1670,3.626181e-01
1671,3.627571e-01
1672,3.628978e-01
1673,3.630456e-01
1674,3.631987e-01
1675,3.633498e-01
1676,3.634980e-01
1677,3.636619e-01
1678,3.638018e-01
1679,3.639622e-01
1680,3.641067e-01
1681,3.642725e-01
1682,3.643950e-01
1683,3.645607e-01
1684,3.647040e-01
1685,3.648475e-01
1686,3.649840e-01
1687,3.651508e-01
1688,3.652812e-01
1689,3.654297e-01
1690,3.655831e-01
1691,3.657225e-01
1692,3.658651e-01
1693,3.660167e-01
1694,3.661622e-01
1695,3.662954e-01
1696,3.664557e-01
1697,3.665858e-01
1698,3.667285e-01
1699,3.668697e-01
1700,3.670227e-01
1701,3.671476e-01
1702,3.673156e-01
1703,3.674498e-01
1704,3.676024e-01
1705,3.677539e-01
1706,3.679158e-01
1707,3.680498e-01
1708,3.682124e-01
1709,3.683642e-01
1710,3.685039e-01
1711,3.686516e-01
1712,3.688082e-01
1713,3.689432e-01
1714,3.690854e-01
1715,3.692372e-01
1716,3.693687e-01
1717,3.695192e-01
1718,3.696635e-01
1719,3.698134e-01
1720,3.699540e-01
1721,3.701184e-01
1722,3.702537e-01
1723,3.704157e-01
1724,3.705550e-01
1725,3.707213e-01
1726,3.708500e-01
1727,3.710145e-01
1728,3.711495e-01
1729,3.713045e-01
1730,3.714373e-01
1731,3.715927e-01
1732,3.717251e-01
1733,3.718746e-01
1734,3.720220e-01
1735,3.721661e-01
1736,3.723191e-01
1737,3.724631e-01
1738,3.726153e-01
1739,3.727514e-01
1740,3.729043e-01
1741,3.730365e-01
1742,3.731886e-01
1743,3.733175e-01
1744,3.734687e-01
1745,3.736018e-01
1746,3.737517e-01
1747,3.738933e-01
1748,3.740448e-01
1749,3.741956e-01
1750,3.743490e-01
1751,3.745066e-01
1752,3.746555e-01
1753,3.748163e-01
1754,3.749593e-01
1755,3.751190e-01
1756,3.752646e-01
1757,3.754191e-01
1758,3.755583e-01
1759,3.757133e-01
1760,3.758469e-01
1761,3.759925e-01
1762,3.761363e-01
1763,3.762845e-01
1764,3.764216e-01
1765,3.765807e-01
1766,3.767283e-01
1767,3.768754e-01
1768,3.770307e-01
1769,3.771811e-01
1770,3.773284e-01
1771,3.774809e-01
1772,3.776361e-01
1773,3.777793e-01
1774,3.779339e-01
1775,3.780811e-01
1776,3.782285e-01
1777,3.783726e-01
1778,3.785345e-01
1779,3.786696e-01
1780,3.788279e-01
1781,3.789758e-01
1782,3.791373e-01
1783,3.792641e-01
1784,3.794300e-01
1785,3.795618e-01
1786,3.797151e-01
1787,3.798350e-01
1788,3.799977e-01
1789,3.801017e-01
1790,3.802472e-01
1791,3.803731e-01
1792,3.805036e-01
1793,3.806273e-01
1794,3.807697e-01
1795,3.809009e-01
1796,3.810213e-01
1797,3.811702e-01
1798,3.812857e-01
1799,3.814221e-01
1800,3.815472e-01
1801,3.816825e-01
1802,3.818014e-01
1803,3.819418e-01
1804,3.820727e-01
1805,3.821994e-01
1806,3.823503e-01
1807,3.824796e-01
1808,3.826339e-01
1809,3.827736e-01
1810,3.829339e-01
1811,3.830618e-01
1812,3.832150e-01
1813,3.833570e-01
1814,3.835010e-01
1815,3.836452e-01
1816,3.837962e-01
1817,3.839451e-01
1818,3.840846e-01
1819,3.842423e-01
1820,3.843776e-01
1821,3.845270e-01
1822,3.846715e-01
1823,3.848175e-01
1824,3.849532e-01
1825,3.851047e-01
1826,3.852433e-01
1827,3.853872e-01
1828,3.855342e-01
1829,3.856823e-01
1830,3.858303e-01
1831,3.859792e-01
1832,3.861291e-01
1833,3.862720e-01
1834,3.864263e-01
1835,3.865684e-01
1836,3.867224e-01
1837,3.868664e-01
1838,3.870189e-01
1839,3.871596e-01
1840,3.873185e-01
1841,3.874594e-01
1842,3.876198e-01
1843,3.877573e-01
1844,3.879170e-01
1845,3.880466e-01
1846,3.882048e-01
1847,3.883357e-01
1848,3.884865e-01
1849,3.886111e-01
1850,3.887651e-01
1851,3.888818e-01
1852,3.890336e-01
1853,3.891558e-01
1854,3.892974e-01
1855,3.894273e-01
1856,3.895738e-01
1857,3.896959e-01
1858,3.898388e-01
1859,3.899764e-01
1860,3.901011e-01
1861,3.902417e-01
1862,3.903767e-01
1863,3.905144e-01
1864,3.906423e-01
1865,3.907937e-01
1866,3.909094e-01
1867,3.910547e-01
1868,3.911840e-01
1869,3.913223e-01
1870,3.914467e-01
1871,3.915983e-01
1872,3.917174e-01
1873,3.918666e-01
1874,3.920012e-01
1875,3.921401e-01
1876,3.922823e-01
1877,3.924302e-01
1878,3.925654e-01
1879,3.927128e-01
1880,3.928561e-01
1881,3.929952e-01
1882,3.931383e-01
1883,3.932828e-01
1884,3.934171e-01
1885,3.935594e-01
1886,3.937019e-01
1887,3.938388e-01
1888,3.939833e-01
1889,3.941290e-01
1890,3.942718e-01
1891,3.944180e-01
1892,3.945723e-01
1893,3.947123e-01
1894,3.948670e-01
1895,3.950132e-01
1896,3.951593e-01
1897,3.953008e-01
1898,3.954530e-01
1899,3.955846e-01
1900,3.957373e-01
1901,3.958704e-01
1902,3.960273e-01
1903,3.961374e-01
1904,3.962844e-01
1905,3.964173e-01
1906,3.965619e-01
1907,3.966522e-01
1908,3.968095e-01
1909,3.969482e-01
1910,3.970621e-01
1911,3.971765e-01
1912,3.973200e-01
1913,3.974453e-01
1914,3.975220e-01
1915,3.976513e-01
1916,3.977754e-01
1917,3.978634e-01
1918,3.979494e-01
1919,3.980822e-01
1920,3.981798e-01
1921,3.982587e-01
1922,3.983810e-01
1923,3.984882e-01
1924,3.985820e-01
1925,3.986848e-01
1926,3.988150e-01
1927,3.989153e-01
1928,3.990228e-01
1929,3.991609e-01
1930,3.992551e-01
1931,3.993782e-01
1932,3.995113e-01
1933,3.996310e-01
1934,3.997471e-01
1935,3.998904e-01
1936,4.000156e-01
1937,4.001375e-01
1938,4.002804e-01
1939,4.004150e-01
1940,4.005423e-01
1941,4.006805e-01
1942,4.008265e-01
1943,4.009495e-01
1944,4.010903e-01
1945,4.012292e-01
1946,4.013559e-01
1947,4.014920e-01
1948,4.016346e-01
1949,4.017671e-01
1950,4.019030e-01
1951,4.020506e-01
1952,4.021842e-01
1953,4.023230e-01
1954,4.024650e-01
1955,4.026049e-01
1956,4.027384e-01
1957,4.028863e-01
1958,4.030231e-01
1959,4.031602e-01
1960,4.033033e-01
1961,4.034447e-01
1962,4.035807e-01
1963,4.037270e-01
1964,4.038685e-01
1965,4.040107e-01
1966,4.041538e-01
1967,4.043004e-01
1968,4.044377e-01
1969,4.045837e-01
1970,4.047202e-01
1971,4.048623e-01
1972,4.049976e-01
1973,4.051500e-01
1974,4.052702e-01
1975,4.054190e-01
1976,4.055467e-01
1977,4.056934e-01
1978,4.057996e-01
1979,4.059473e-01
1980,4.060689e-01
1981,4.062073e-01
1982,4.062931e-01
1983,4.064254e-01
1984,4.065635e-01
1985,4.066550e-01
1986,4.067680e-01
1987,4.069046e-01
1988,4.070316e-01
1989,4.070899e-01
1990,4.072092e-01
1991,4.073702e-01
1992,4.074004e-01
1993,4.074675e-01
1994,4.075842e-01
1995,4.077047e-01
1996,4.076644e-01
1997,4.076904e-01
1998,4.077893e-01
1999,4.079185e-01
2000,4.078948e-01
2001,4.078244e-01
2002,4.078138e-01
2003,4.078515e-01
2004,4.079098e-01
2005,4.078659e-01
2006,4.078259e-01
2007,4.078364e-01
2008,4.078784e-01
2009,4.078496e-01
2010,4.078434e-01
2011,4.079087e-01
2012,4.079478e-01
2013,4.079431e-01
2014,4.079902e-01
2015,4.080753e-01
2016,4.081305e-01
2017,4.081887e-01
2018,4.082902e-01
2019,4.084077e-01
2020,4.084840e-01
2021,4.085898e-01
2022,4.087335e-01
2023,4.088636e-01
2024,4.089722e-01
2025,4.090998e-01
2026,4.092450e-01
2027,4.093817e-01
2028,4.094940e-01
2029,4.096294e-01
2030,4.097710e-01
2031,4.098763e-01
2032,4.099918e-01
2033,4.101240e-01
2034,4.102490e-01
2035,4.103500e-01
2036,4.104677e-01
2037,4.105972e-01
2038,4.107182e-01
2039,4.108330e-01
2040,4.109606e-01
2041,4.110926e-01
2042,4.112108e-01
2043,4.113285e-01
2044,4.114605e-01
2045,4.115867e-01
2046,4.116969e-01
2047,4.118202e-01
2048,4.119487e-01
2049,4.120625e-01
2050,4.121786e-01
2051,4.123057e-01
2052,4.124324e-01
2053,4.125484e-01
2054,4.126756e-01
2055,4.128093e-01
2056,4.129372e-01
2057,4.130647e-01
2058,4.131998e-01
2059,4.133366e-01
2060,4.134640e-01
2061,4.135964e-01
2062,4.137352e-01
2063,4.138651e-01
2064,4.139930e-01
2065,4.141303e-01
2066,4.142657e-01
2067,4.143918e-01
2068,4.145248e-01
2069,4.146665e-01
2070,4.147942e-01
2071,4.149269e-01
2072,4.150699e-01
2073,4.152075e-01
2074,4.153401e-01
2075,4.154787e-01
2076,4.156199e-01
2077,4.157509e-01
2078,4.158846e-01
2079,4.160251e-01
2080,4.161575e-01
2081,4.162879e-01
2082,4.164246e-01
2083,4.165576e-01
2084,4.166860e-01
2085,4.168181e-01
2086,4.169512e-01
2087,4.170837e-01
2088,4.172164e-01
2089,4.173511e-01
2090,4.174887e-01
2091,4.176245e-01
2092,4.177604e-01
2093,4.178980e-01
2094,4.180331e-01
2095,4.181680e-01
2096,4.183028e-01
2097,4.184393e-01
2098,4.185735e-01
2099,4.187086e-01
2100,4.188468e-01
2101,4.189838e-01
2102,4.191195e-01
2103,4.192578e-01
2104,4.193981e-01
2105,4.195352e-01
2106,4.196705e-01
2107,4.198128e-01
2108,4.199493e-01
2109,4.200849e-01
2110,4.202225e-01
2111,4.203627e-01
2112,4.204961e-01
2113,4.206304e-01
2114,4.207634e-01
2115,4.209032e-01
2116,4.210286e-01
2117,4.211679e-01
2118,4.212978e-01
2119,4.214366e-01
2120,4.215543e-01
2121,4.217004e-01
2122,4.218200e-01
2123,4.219584e-01
2124,4.220501e-01
2125,4.221859e-01
2126,4.222763e-01
2127,4.223932e-01
2128,4.224800e-01
2129,4.226003e-01
2130,4.226962e-01
2131,4.228042e-01
2132,4.229057e-01
2133,4.230154e-01
2134,4.231271e-01
2135,4.232206e-01
2136,4.233347e-01
2137,4.234306e-01
2138,4.235357e-01
2139,4.236209e-01
2140,4.237227e-01
2141,4.238248e-01
2142,4.239071e-01
2143,4.240138e-01
2144,4.241096e-01
2145,4.242139e-01
2146,4.243114e-01
2147,4.244250e-01
2148,4.245358e-01
2149,4.246390e-01
2150,4.247608e-01
2151,4.248719e-01
2152,4.249907e-01
2153,4.251078e-01
2154,4.252339e-01
2155,4.253435e-01
2156,4.254668e-01
2157,4.255920e-01
2158,4.257036e-01
2159,4.258281e-01
2160,4.259531e-01
2161,4.260781e-01
2162,4.261950e-01
2163,4.263306e-01
2164,4.264604e-01
2165,4.265849e-01
2166,4.267200e-01
2167,4.268550e-01
2168,4.269818e-01
2169,4.271096e-01
2170,4.272459e-01
2171,4.273718e-01
2172,4.274986e-01
2173,4.276292e-01
2174,4.277603e-01
2175,4.278812e-01
2176,4.280086e-01
2177,4.281389e-01
2178,4.282613e-01
2179,4.283891e-01
2180,4.285176e-01
2181,4.286454e-01
2182,4.287664e-01
2183,4.288979e-01
2184,4.290197e-01
2185,4.291475e-01
2186,4.292717e-01
2187,4.294010e-01
2188,4.295191e-01
2189,4.296499e-01
2190,4.297702e-01
2191,4.298988e-01
2192,4.300213e-01
2193,4.301524e-01
2194,4.302692e-01
2195,4.304092e-01
2196,4.305253e-01
2197,4.306606e-01
2198,4.307799e-01
2199,4.309221e-01
2200,4.310255e-01
2201,4.311663e-01
2202,4.312693e-01
2203,4.314030e-01
2204,4.315017e-01
2205,4.316311e-01
2206,4.317451e-01
2207,4.318654e-01
2208,4.319726e-01
2209,4.320988e-01
2210,4.322242e-01
2211,4.323253e-01
2212,4.324517e-01
2213,4.325708e-01
2214,4.326908e-01
2215,4.327883e-01
2216,4.329154e-01
2217,4.330320e-01
2218,4.331341e-01
2219,4.332486e-01
2220,4.333643e-01
2221,4.334790e-01
2222,4.335784e-01
2223,4.337136e-01
2224,4.338209e-01
2225,4.339394e-01
2226,4.340593e-01
2227,4.341875e-01
2228,4.343009e-01
2229,4.344242e-01
2230,4.345559e-01
2231,4.346650e-01
2232,4.347851e-01
2233,4.349063e-01
2234,4.350286e-01
2235,4.351368e-01
2236,4.352630e-01
2237,4.353883e-01
2238,4.355014e-01
2239,4.356236e-01
2240,4.357570e-01
2241,4.358789e-01
2242,4.359991e-01
2243,4.361379e-01
2244,4.362595e-01
2245,4.363869e-01
2246,4.365173e-01
2247,4.366461e-01
2248,4.367630e-01
2249,4.368900e-01
2250,4.370158e-01
2251,4.371374e-01
2252,4.372549e-01
2253,4.373889e-01
2254,4.375069e-01
2255,4.376326e-01
2256,4.377600e-01
2257,4.378887e-01
2258,4.380082e-01
2259,4.381418e-01
2260,4.382636e-01
2261,4.383919e-01
2262,4.385088e-01
2263,4.386442e-01
2264,4.387524e-01
2265,4.388820e-01
2266,4.389982e-01
2267,4.391283e-01
2268,4.392194e-01
2269,4.393551e-01
2270,4.394593e-01
2271,4.395885e-01
2272,4.396743e-01
2273,4.398180e-01
2274,4.399132e-01
2275,4.400346e-01
2276,4.401427e-01
2277,4.402672e-01
2278,4.403691e-01
2279,4.404824e-01
2280,4.406027e-01
2281,4.406968e-01
2282,4.408214e-01
2283,4.409143e-01
2284,4.410274e-01
2285,4.411238e-01
2286,4.412346e-01
2287,4.413328e-01
2288,4.414401e-01
2289,4.415516e-01
2290,4.416491e-01
2291,4.417617e-01
2292,4.418676e-01
2293,4.419814e-01
2294,4.420826e-01
2295,4.422034e-01
2296,4.423128e-01
2297,4.424213e-01
2298,4.425484e-01
2299,4.426548e-01
2300,4.427712e-01
2301,4.428944e-01
2302,4.430152e-01
2303,4.431240e-01
2304,4.432594e-01
2305,4.433757e-01
2306,4.434944e-01
2307,4.436227e-01
2308,4.437497e-01
2309,4.438666e-01
2310,4.439925e-01
2311,4.441220e-01
2312,4.442338e-01
2313,4.443611e-01
2314,4.444877e-01
2315,4.446079e-01
2316,4.447247e-01
2317,4.448545e-01
2318,4.449717e-01
2319,4.450909e-01
2320,4.452134e-01
2321,4.453385e-01
2322,4.454512e-01
2323,4.455763e-01
2324,4.457015e-01
2325,4.458176e-01
2326,4.459364e-01
2327,4.460623e-01
2328,4.461778e-01
2329,4.462931e-01
2330,4.464141e-01
2331,4.465357e-01
2332,4.466482e-01
2333,4.467726e-01
2334,4.468910e-01
2335,4.470072e-01
2336,4.471242e-01
2337,4.472508e-01
2338,4.473594e-01
2339,4.474850e-01
2340,4.476000e-01
2341,4.477304e-01
2342,4.478338e-01
2343,4.479783e-01
2344,4.480703e-01
2345,4.482045e-01
2346,4.483043e-01
2347,4.484413e-01
2348,4.484979e-01
2349,4.486163e-01
2350,4.487467e-01
2351,4.488311e-01
2352,4.489061e-01
2353,4.490223e-01
2354,4.491518e-01
2355,4.491521e-01
2356,4.492287e-01
2357,4.493655e-01
2358,4.494117e-01
2359,4.493986e-01
2360,4.494472e-01
2361,4.495535e-01
2362,4.495647e-01
2363,4.495771e-01
2364,4.496204e-01
2365,4.496816e-01
2366,4.497107e-01
2367,4.497072e-01
2368,4.497624e-01
2369,4.498349e-01
2370,4.498018e-01
2371,4.498346e-01
2372,4.499133e-01
2373,4.499304e-01
2374,4.499387e-01
2375,4.500040e-01
2376,4.500963e-01
2377,4.500717e-01
2378,4.501297e-01
2379,4.502424e-01
2380,4.502718e-01
2381,4.503043e-01
2382,4.503842e-01
2383,4.504953e-01
2384,4.505269e-01
2385,4.505870e-01
2386,4.506905e-01
2387,4.507477e-01
2388,4.507970e-01
2389,4.508643e-01
2390,4.509505e-01
2391,4.510050e-01
2392,4.510453e-01
2393,4.511268e-01
2394,4.512014e-01
2395,4.512547e-01
2396,4.513262e-01
2397,4.514184e-01
2398,4.515067e-01
2399,4.515798e-01
2400,4.516814e-01
2401,4.517932e-01
2402,4.518686e-01
2403,4.519646e-01
2404,4.520817e-01
2405,4.521803e-01
2406,4.522643e-01
2407,4.523720e-01
2408,4.524857e-01
2409,4.525654e-01
2410,4.526698e-01
2411,4.527947e-01
2412,4.528928e-01
2413,4.529830e-01
2414,4.530983e-01
2415,4.532224e-01
2416,4.533127e-01
2417,4.534321e-01
2418,4.535570e-01
2419,4.536606e-01
2420,4.537614e-01
2421,4.538814e-01
2422,4.539969e-01
2423,4.540838e-01
2424,4.541954e-01
2425,4.543081e-01
2426,4.544084e-01
2427,4.545051e-01
2428,4.546191e-01
2429,4.547319e-01
2430,4.548251e-01
2431,4.549372e-01
2432,4.550514e-01
2433,4.551588e-01
2434,4.552604e-01
2435,4.553770e-01
2436,4.554918e-01
2437,4.555953e-01
2438,4.557049e-01
2439,4.558207e-01
2440,4.559287e-01
2441,4.560292e-01
2442,4.561501e-01
2443,4.562579e-01
2444,4.563645e-01
2445,4.564774e-01
2446,4.565960e-01
2447,4.567043e-01
2448,4.568170e-01
2449,4.569357e-01
2450,4.570513e-01
2451,4.571657e-01
2452,4.572847e-01
2453,4.574047e-01
2454,4.575203e-01
2455,4.576407e-01
2456,4.577588e-01
2457,4.578768e-01
2458,4.579883e-01
2459,4.581037e-01
2460,4.582146e-01
2461,4.583302e-01
2462,4.584391e-01
2463,4.585567e-01
2464,4.586687e-01
2465,4.587898e-01
2466,4.588968e-01
2467,4.590186e-01
2468,4.591255e-01
2469,4.592538e-01
2470,4.593460e-01
2471,4.594732e-01
2472,4.595807e-01
2473,4.597079e-01
2474,4.597721e-01
2475,4.598989e-01
2476,4.600089e-01
2477,4.601199e-01
2478,4.601904e-01
2479,4.603207e-01
2480,4.604501e-01
2481,4.605154e-01
2482,4.606179e-01
2483,4.607436e-01
2484,4.608553e-01
2485,4.608897e-01
2486,4.609922e-01
2487,4.611267e-01
2488,4.611550e-01
2489,4.612149e-01
2490,4.613143e-01
2491,4.614128e-01
2492,4.614134e-01
2493,4.614790e-01
2494,4.616105e-01
2495,4.616399e-01
2496,4.616641e-01
2497,4.617342e-01
2498,4.618296e-01
2499,4.618500e-01
2500,4.619009e-01
2501,4.619918e-01
2502,4.620354e-01
2503,4.620786e-01
2504,4.621409e-01
2505,4.622282e-01
2506,4.622768e-01
2507,4.623360e-01
2508,4.624254e-01
2509,4.624927e-01
2510,4.625629e-01
2511,4.626489e-01
2512,4.627457e-01
2513,4.628232e-01
2514,4.629128e-01
2515,4.630266e-01
2516,4.631177e-01
2517,4.632139e-01
2518,4.633175e-01
2519,4.634294e-01
2520,4.635263e-01
2521,4.636278e-01
2522,4.637477e-01
2523,4.638454e-01
2524,4.639477e-01
2525,4.640617e-01
2526,4.641763e-01
2527,4.642749e-01
2528,4.643847e-01
2529,4.645042e-01
2530,4.646049e-01
2531,4.647149e-01
2532,4.648281e-01
2533,4.649397e-01
2534,4.650423e-01
2535,4.651572e-01
2536,4.652734e-01
2537,4.653781e-01
2538,4.654845e-01
2539,4.655982e-01
2540,4.657102e-01
2541,4.658115e-01
2542,4.659278e-01
2543,4.660407e-01
2544,4.661467e-01
2545,4.662554e-01
2546,4.663724e-01
2547,4.664806e-01
2548,4.665848e-01
2549,4.666976e-01
2550,4.668077e-01
2551,4.669121e-01
2552,4.670213e-01
2553,4.671335e-01
2554,4.672376e-01
2555,4.673443e-01
2556,4.674546e-01
2557,4.675661e-01
2558,4.676697e-01
2559,4.677795e-01
2560,4.678878e-01
2561,4.679981e-01
